label_year,patch_row,patch_col,target,positive_fraction,ndvi_recent,ndre_recent,nbr_recent,ndvi_prior,ndre_prior,nbr_prior,ndvi_change,ndre_change,nbr_change,ndvi_std,ndre_std,valid_fraction,spatial_block
2022,51,169,1,0.76,0.7243174,0.50265,0.52346045,0.8018929,0.54750013,0.62556833,-0.07757537,-0.04485011,-0.10210789,0.19959237,0.14716837,0.9166666666666665,2022_5_16
2022,51,170,1,0.72,0.6893246,0.45500275,0.47964573,0.7481006,0.5067624,0.5589694,-0.0587759,-0.051759645,-0.07932365,0.20745441,0.15174663,0.9133333333333331,2022_5_17
2022,52,169,1,0.08,0.67951685,0.48849553,0.5082145,0.71755654,0.49362764,0.5430639,-0.038039695,-0.005132122,-0.034849424,0.21255568,0.16246174,0.9166666666666665,2022_5_16
2022,54,135,1,0.4,0.69898546,0.449992,0.48178887,0.7223044,0.4763325,0.50165665,-0.02331898,-0.026340442,-0.019867742,0.0942636,0.09304753,0.85,2022_5_13
2022,54,136,1,0.2,0.79156953,0.56446326,0.63664913,0.8163953,0.58768773,0.65275544,-0.024825776,-0.02322453,-0.016106289,0.09649038,0.08513908,0.7766666666666667,2022_5_13
2022,55,144,1,0.12,0.6694707,0.4483034,0.48390877,0.7796315,0.5204873,0.6446955,-0.11016078,-0.07218387,-0.16078669,0.2791719,0.19703788,0.91,2022_5_14
2022,55,178,1,0.08,0.7338659,0.5151446,0.53748506,0.77921027,0.5384042,0.57879263,-0.045344386,-0.023259668,-0.041307516,0.16440141,0.12800275,0.8733333333333334,2022_5_17
2022,55,179,1,0.88,0.6568721,0.4623255,0.41453135,0.787789,0.5367375,0.5787835,-0.1309169,-0.074411966,-0.16425213,0.16798034,0.12318421,0.8799999999999999,2022_5_17
2022,55,180,1,0.72,0.5934672,0.41480798,0.3204533,0.73152316,0.48788115,0.53851813,-0.138056,-0.07307317,-0.21806483,0.15782818,0.13316767,0.8366666666666667,2022_5_18
2022,56,135,1,0.6,0.7182076,0.48336723,0.53113,0.7562516,0.5102498,0.5596062,-0.038044002,-0.026882505,-0.028476138,0.15520038,0.12368621,0.8533333333333333,2022_5_13
2022,56,142,1,0.32,0.7160591,0.49533132,0.53644484,0.7807629,0.53631353,0.6090883,-0.06470391,-0.040982194,-0.07264347,0.25363067,0.18263762,0.9166666666666665,2022_5_14
2022,56,143,1,0.32,0.727705,0.5085872,0.5689122,0.8026539,0.5643479,0.6487986,-0.07494885,-0.05576074,-0.0798864,0.25750944,0.18321379,0.9033333333333333,2022_5_14
2022,56,144,1,0.96,0.6873349,0.47312242,0.49437904,0.80181575,0.57127935,0.6424172,-0.114480756,-0.098156996,-0.14803813,0.25997463,0.18111454,0.8933333333333334,2022_5_14
2022,56,145,1,0.48,0.71148515,0.47821248,0.49944183,0.7832688,0.53803545,0.60472167,-0.07178369,-0.05982298,-0.105279826,0.26615423,0.18372115,0.8799999999999999,2022_5_14
2022,56,146,1,0.2,0.5962388,0.3903785,0.43135878,0.6899275,0.47171754,0.5606456,-0.09368875,-0.081339024,-0.12928689,0.25133762,0.18130569,0.9166666666666665,2022_5_14
2022,56,179,1,0.16,0.70887107,0.4809847,0.4973429,0.7826607,0.54906416,0.583935,-0.073789686,-0.06807945,-0.086592086,0.16595106,0.13478196,0.8666666666666667,2022_5_17
2022,57,121,1,0.28,0.73063415,0.49864402,0.51954633,0.7903108,0.54525095,0.6131426,-0.0596767,-0.046606902,-0.09359622,0.15789698,0.11295799,0.85,2022_5_12
2022,57,122,1,0.12,0.74807304,0.52479327,0.5682766,0.8153954,0.5818289,0.6594563,-0.067322336,-0.057035603,-0.0911797,0.1802248,0.13468786,0.8633333333333334,2022_5_12
2022,57,125,1,0.24,0.7403354,0.49846238,0.47871295,0.7950086,0.5411505,0.6193936,-0.054673184,-0.042688116,-0.14068067,0.12010983,0.09722625,0.7833333333333334,2022_5_12
2022,57,126,1,0.24,0.6353917,0.43773478,0.40045476,0.74886566,0.49463037,0.57875556,-0.11347387,-0.056895576,-0.17830081,0.16947247,0.13011414,0.7833333333333334,2022_5_12
2022,57,131,1,0.08,0.6292199,0.39275894,0.25709233,0.58662415,0.36619225,0.36789668,0.042595778,0.026566677,-0.11080436,0.15760988,0.119880125,0.7666666666666667,2022_5_13
2022,57,132,1,0.56,0.53481597,0.30703527,0.16629201,0.64034677,0.40373206,0.3989702,-0.10553075,-0.09669678,-0.23267815,0.13693829,0.10578091,0.8266666666666667,2022_5_13
2022,57,133,1,0.8,0.49458545,0.30189914,0.13071764,0.7111457,0.47319627,0.5082804,-0.21656023,-0.17129706,-0.37756276,0.101055786,0.084946536,0.8066666666666668,2022_5_13
2022,57,134,1,0.56,0.5160483,0.31718698,0.24990465,0.7015686,0.47090012,0.47120315,-0.18552032,-0.15371309,-0.2212985,0.16772115,0.12037778,0.8266666666666669,2022_5_13
